id,game_id,name,game_set_slug,publishers,released,release_year,release_month,release_day,expected_item_count,source_notes
d7d7413e-17e0-461b-972a-56698b160bb1,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Uncanny Inhumans OP,dice-masters_uncanny-inhumans-op,[],,,,,,{}
d17ee2a6-e34d-411a-8e30-0e3a81b08a67,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Uncanny X-Force,dice-masters_uncanny-x-force,[],,,,,,{}
a92f0197-1f4a-4565-ba53-51d3de6eae7c,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Uncanny X-Men,dice-masters_uncanny-x-men,[],,,,,,{}
ace384e0-e164-4fab-a1e8-dc8d0bff8297,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Unknown Promos,dice-masters_unknown-promos,[],,,,,,{}
ba08ce95-ffb6-401d-92f5-b11cf8c02ad8,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,War of Light,dice-masters_war-of-light,[],,,,,,{}
d246c189-b98c-467e-b299-617d128a5e90,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,World's Finest,dice-masters_world-s-finest,[],,,,,,{}
1a3d5cc0-c3d1-4328-9424-cda036f4cc5a,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,WWE Dice Masters: Bitter Rivals Team Pack,dice-masters_wwe-dice-masters--bitter-rivals-team-pack,[],,,,,,{}
76e5d614-f240-4f98-bfb0-33ca9b68f0a0,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,WWE Dice Masters: Campaign Box,dice-masters_wwe-dice-masters--campaign-box,[],,,,,,{}
ee81e212-b513-404b-b780-3510e9679e38,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,WWE Dice Masters: Tag Teams Team Pack,dice-masters_wwe-dice-masters--tag-teams-team-pack,[],,,,,,{}
beca2a18-47db-470b-a658-a4dbea500eda,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,X-Men First Class,dice-masters_x-men-first-class,[],,,,,,{}
14e92ec4-8f4f-431b-acdc-99d2123755da,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,X-Men Forever,dice-masters_x-men-forever,[],,,,,,{}
ee354ed4-1d42-4e90-bba1-8a012e07142d,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Xavier’s School OP,dice-masters_xavier’s-school-op,[],,,,,,{}
22345bbd-cb9f-4bf1-8583-4c75f603d953,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Yu-Gi-Oh! Dice Masters: Series One,dice-masters_yu-gi-oh!-dice-masters--series-one,[],,,,,,{}
e89b2f17-6925-4956-8037-15f25485b8e5,a552dfbb-0028-49e2-aace-514468e4c13a,Series 1,digimon-digi-battle-card-game_series-1,"[""Upper Deck""]",,2000,2,,128,{}
11be95a2-efec-42b2-8c06-13375de7b78f,a552dfbb-0028-49e2-aace-514468e4c13a,Series 2,digimon-digi-battle-card-game_series-2,"[""Upper Deck""]",,2000,5,,,{}
c24922d9-3b69-480c-93f9-5f73be475ea6,5941f6a3-bb8a-476d-9058-45647fa56caa,Bull Run 1st Ed.,dixie_bull-run-1st-ed-,"[""Columbia Games""]",,1994,11,,200,{}
e1355773-a678-4780-9763-a6a2d684b160,5941f6a3-bb8a-476d-9058-45647fa56caa,Bull Run 2nd Edition,dixie_bull-run-2nd-edition,"[""Columbia Games""]",,1995,3,,200,{}
ed1c376f-a467-4859-9c9c-414cf3c8bb41,5941f6a3-bb8a-476d-9058-45647fa56caa,Gettysburg,dixie_gettysburg,"[""Columbia Games""]",,1995,7,,250,{}
c3efbf8f-aa13-4950-9e3a-8894d65b2a2d,5941f6a3-bb8a-476d-9058-45647fa56caa,Shiloh,dixie_shiloh,"[""Columbia Games""]",,1995,5,,400,{}
c23aa90e-5a94-4ddc-81d1-aa020097f73e,83ee4b5c-5597-48ca-b859-9007476674b5,Base Set,doctor-who--the-collectible-trading-card-game_base-set,"[""MMG""]",,1996,4,,301,{}
da9db025-2ebd-4ee4-9dc4-ab7871628635,b6af15d3-0e29-400f-8435-9364930fd356,A Grand Entrance,doomtown-reloaded_a-grand-entrance,[],,,,,,{}
810981c8-7dc2-42b7-aa0f-0f0b9039c741,b6af15d3-0e29-400f-8435-9364930fd356,Bad Medicine,doomtown-reloaded_bad-medicine,[],,,,,,{}
0eebbe45-ab21-4a47-954f-f9c72aa6e793,b6af15d3-0e29-400f-8435-9364930fd356,Base Set,doomtown-reloaded_base-set,[],,,,,,{}
7c16fda1-e074-43d8-9614-4993c62983e7,b6af15d3-0e29-400f-8435-9364930fd356,Blood Moon Rising,doomtown-reloaded_blood-moon-rising,[],,,,,,{}
4201a19e-48c2-49ec-8d3f-c6e36b1073f6,b6af15d3-0e29-400f-8435-9364930fd356,Debt of Blood,doomtown-reloaded_debt-of-blood,[],,,,,,{}
cc69f712-3b3e-45e3-b6c9-e1e71c949d5c,b6af15d3-0e29-400f-8435-9364930fd356,Dirty Deeds,doomtown-reloaded_dirty-deeds,[],,,,,,{}
4ebaedfe-7d90-428b-aa1b-38f288910ccf,b6af15d3-0e29-400f-8435-9364930fd356,Double Dealin',doomtown-reloaded_double-dealin-,[],,,,,,{}
8fd8ff99-f9ae-4796-95a5-43047b3cf922,b6af15d3-0e29-400f-8435-9364930fd356,Election Day Slaughter,doomtown-reloaded_election-day-slaughter,[],,,,,,{}
b3c7ff38-1af5-4aca-8a55-63287d1f9301,b6af15d3-0e29-400f-8435-9364930fd356,Faith and Fear,doomtown-reloaded_faith-and-fear,[],,,,,,{}
af968c08-c949-4a2b-9bc9-b686c6a931da,b6af15d3-0e29-400f-8435-9364930fd356,Foul Play,doomtown-reloaded_foul-play,[],,,,,,{}
c43180e8-daad-4d67-be63-f8629cc7b02a,b6af15d3-0e29-400f-8435-9364930fd356,Frontier Justice,doomtown-reloaded_frontier-justice,[],,,,,,{}
d40f94d5-402f-4068-bc62-455bab744529,b6af15d3-0e29-400f-8435-9364930fd356,Ghost Town,doomtown-reloaded_ghost-town,[],,,,,,{}
d2518f2d-b220-405a-b90a-756b62354036,b6af15d3-0e29-400f-8435-9364930fd356,Hell's Comin' With Me,doomtown-reloaded_hell-s-comin--with-me,[],,,,,,{}
ca8ec818-7868-4061-b590-daabd195620e,b6af15d3-0e29-400f-8435-9364930fd356,"Immovable Object, Unstoppable Force","doomtown-reloaded_immovable-object,-unstoppable-force",[],,,,,,{}
981b092c-228a-4dad-afd2-2ad54d4c03f1,b6af15d3-0e29-400f-8435-9364930fd356,"New Town, New Rules","doomtown-reloaded_new-town,-new-rules",[],,,,,,{}
339a1afe-5019-47bc-adb6-732dcef77895,b6af15d3-0e29-400f-8435-9364930fd356,Nightmare at Noon,doomtown-reloaded_nightmare-at-noon,[],,,,,,{}
26ef14cc-83fc-45e6-bbe5-eda1f91aa6b2,b6af15d3-0e29-400f-8435-9364930fd356,No Turning Back,doomtown-reloaded_no-turning-back,[],,,,,,{}
b1a10a85-50d1-4625-bd3a-482b504dace7,b6af15d3-0e29-400f-8435-9364930fd356,Other,doomtown-reloaded_other,[],,,,,,{}
7a21fc4b-2d50-4a2e-810b-afed9f5dccd9,b6af15d3-0e29-400f-8435-9364930fd356,Out for Blood,doomtown-reloaded_out-for-blood,[],,,,,,{}
912be8be-0033-4d7b-85e2-a2ea723fb67e,b6af15d3-0e29-400f-8435-9364930fd356,The Curtain Rises,doomtown-reloaded_the-curtain-rises,[],,,,,,{}
15e49a02-d57a-443d-82a2-b319033ce84e,b6af15d3-0e29-400f-8435-9364930fd356,The Light Shineth,doomtown-reloaded_the-light-shineth,[],,,,,,{}
a431f842-dc6c-45ea-9c6e-2a9e2b3a07ba,b6af15d3-0e29-400f-8435-9364930fd356,The Showstopper,doomtown-reloaded_the-showstopper,[],,,,,,{}
f33e6094-c236-4edd-bf48-92cba3f6f10f,b6af15d3-0e29-400f-8435-9364930fd356,There Comes a Reckoning,doomtown-reloaded_there-comes-a-reckoning,[],,,,,,{}
8345afbf-7624-4676-ab27-df089bd024c8,b6af15d3-0e29-400f-8435-9364930fd356,Too Tough to Die,doomtown-reloaded_too-tough-to-die,[],,,,,,{}
3092154d-7252-4cdb-a982-3ae50964a817,b6af15d3-0e29-400f-8435-9364930fd356,Weird West Edition,doomtown-reloaded_weird-west-edition,[],,,,,,{}
a9a3dcc3-e336-4252-bcf0-d6f5d9a7965f,b6af15d3-0e29-400f-8435-9364930fd356,Welcome to Deadwood,doomtown-reloaded_welcome-to-deadwood,[],,,,,,{}
5d8d4776-2188-4e67-bad4-a94571725d62,b6af15d3-0e29-400f-8435-9364930fd356,Whispers of War,doomtown-reloaded_whispers-of-war,[],,,,,,{}
787376e4-0ba9-4275-a3a0-2884b986c603,ddd28a06-d746-4538-a677-12ecad445c8f,Apocalypse,doomtrooper_apocalypse,"[""Heartbreaker Hobbies"", ""Target Games AB""]",,1996,9,,80,{}
0d1c0ff5-9366-4432-b0ed-7ecf8b8bbcb0,ddd28a06-d746-4538-a677-12ecad445c8f,Golgotha,doomtrooper_golgotha,"[""Heartbreaker Hobbies"", ""Target Games AB""]",,1996,4,,80,{}
341a0efe-76f0-4163-979e-471b367dd937,ddd28a06-d746-4538-a677-12ecad445c8f,Inquisition,doomtrooper_inquisition,"[""Heartbreaker Hobbies"", ""Target Games AB""]",,1995,5,,175,{}
0b26ac44-cad9-47d1-ab55-841b7ba081af,ddd28a06-d746-4538-a677-12ecad445c8f,Limited,doomtrooper_limited,"[""Heartbreaker Hobbies"", ""Target Games AB""]",,1995,1,,334,{}
9ebade96-4059-4137-9d9a-50a42fb69e85,ddd28a06-d746-4538-a677-12ecad445c8f,Mortificator,doomtrooper_mortificator,"[""Heartbreaker Hobbies"", ""Target Games AB""]",,1995,10,,122,{}
717d1bab-231c-4ec1-8dd0-34dbb05700c9,ddd28a06-d746-4538-a677-12ecad445c8f,Paradise Lost,doomtrooper_paradise-lost,"[""Heartbreaker Hobbies"", ""Target Games AB""]",,1997,,,124,{}
dd91d18f-4577-4f21-a6b1-6894a228dc98,ddd28a06-d746-4538-a677-12ecad445c8f,Unlimited,doomtrooper_unlimited,"[""Heartbreaker Hobbies"", ""Target Games AB""]",,1995,3,,345,{}
6f855890-abb7-4d13-af67-2f250567e00d,ddd28a06-d746-4538-a677-12ecad445c8f,Warzone,doomtrooper_warzone,"[""Heartbreaker Hobbies"", ""Target Games AB""]",,1995,8,,131,{}
79fd6439-c0fc-49eb-bc87-c5b89fd5036c,005f010e-fe25-4f9d-9f56-f4d60f62cfd3,Frieza Saga,dragon-ball-z-trading-card-game-(2000)_frieza-saga,"[""Score""]",,2000,10,,125,{}
62ef5ca0-f15d-45dd-8dd0-9abfde1ed638,005f010e-fe25-4f9d-9f56-f4d60f62cfd3,Other,dragon-ball-z-trading-card-game-(2000)_other,"[""Score""]",,,,,32,{}
987c9ae7-f626-4c66-a9f1-e55f2d5e9dde,005f010e-fe25-4f9d-9f56-f4d60f62cfd3,Saiyan Saga,dragon-ball-z-trading-card-game-(2000)_saiyan-saga,"[""Score""]",,2000,6,,250,{}
9ea294da-3333-46c0-8cd3-ab639a8ef2d1,927f8ee3-f3d7-4236-9003-a85b5c0038fa,Ancient Mystic,dream-book-trading-card-game_ancient-mystic,[],,,,,,{}
0dd27d7c-1692-447a-9487-a5c8d2e334d4,927f8ee3-f3d7-4236-9003-a85b5c0038fa,Crystal Islands,dream-book-trading-card-game_crystal-islands,[],0,,,,,{}
c1e97ddf-79fe-4480-bd5a-0ac065d75e0d,927f8ee3-f3d7-4236-9003-a85b5c0038fa,Jurassic Journeys,dream-book-trading-card-game_jurassic-journeys,[],,,,,,{}
020d3d14-ce6a-4ffe-884d-085e2170cd2f,927f8ee3-f3d7-4236-9003-a85b5c0038fa,Nightmare Takeover,dream-book-trading-card-game_nightmare-takeover,[],,,,,,{}
358bca5f-d32d-41ad-8aa1-e76e6626be79,ffa7ae56-1b38-4eb9-ad0a-0efcb5e626df,Limited Edition,dredd--the-card-game_limited-edition,"[""Round Table Production"", ""Pinnacle Entertainment Group""]",,2000,8,,300,{}
5fec6660-1ec1-4624-b8ae-b977bb9bf850,f0b4caae-7e95-4c6c-bcaf-1095ece03470,Eye of the Storm,dune_eye-of-the-storm,"[""Wizards of the Coast"", ""Last Unicorn Games""]",,1997,10,,301,{}
949b2117-6754-4af2-a003-3eede4e92a2c,f0b4caae-7e95-4c6c-bcaf-1095ece03470,Judge of the Change 1,dune_judge-of-the-change-1,"[""Wizards of the Coast"", ""Last Unicorn Games""]",,1998,2,,61,{}
86ed7ebe-10a4-441a-b007-cc9751f23ed0,f0b4caae-7e95-4c6c-bcaf-1095ece03470,Judge of the Change 2,dune_judge-of-the-change-2,"[""Wizards of the Coast"", ""Last Unicorn Games""]",,1998,4,,61,{}
6eb7805b-70d8-4f38-85b8-6e92fecce6b7,f0b4caae-7e95-4c6c-bcaf-1095ece03470,Judge of the Change 3,dune_judge-of-the-change-3,"[""Wizards of the Coast"", ""Last Unicorn Games""]",,1998,6,,61,{}
4eda9770-6364-49b5-aa05-42ab0fcb3e60,f0b4caae-7e95-4c6c-bcaf-1095ece03470,Thunder at Twilight 1,dune_thunder-at-twilight-1,"[""Wizards of the Coast"", ""Last Unicorn Games""]",,1998,8,,61,{}
86f32215-c693-4bdb-93c1-4edea7f77d8e,f0b4caae-7e95-4c6c-bcaf-1095ece03470,Thunder at Twilight 2,dune_thunder-at-twilight-2,"[""Wizards of the Coast"", ""Last Unicorn Games""]",,1998,9,,59,{}
a37941db-e52f-4325-ac2b-c53b72a8b5b6,f0b4caae-7e95-4c6c-bcaf-1095ece03470,Thunder at Twilight 3,dune_thunder-at-twilight-3,"[""Wizards of the Coast"", ""Last Unicorn Games""]",,1998,10,,58,{}
d888bf3a-1141-4523-b82a-a6c3e1950e77,43581c1c-6d89-4999-9005-6043631950c9,Waterloo,eagles--the-napoleonic-trading-card-game_waterloo,"[""Columbia Games""]",,1995,12,,900,{}
1a38597c-b8bd-4a82-9099-5884cf497fbe,e2799690-e479-41c4-ae17-b5a49debadf0,2nd Edition,echelons-of-fire_2nd-edition,"[""Medallion Simulations""]",,1995,10,,95,{}
5f078e14-579c-49bb-93f8-ab6730c0dca8,e2799690-e479-41c4-ae17-b5a49debadf0,First Edition,echelons-of-fire_first-edition,"[""Medallion Simulations""]",,1995,5,,70,{}
b06f8737-81f0-4442-8851-eb84e626e84f,22a59c90-e273-4dc5-95d2-307565d2a252,2nd Edition,echelons-of-fury_2nd-edition,"[""Medallion Simulations""]",,1995,10,,94,{}
b2db97ed-487f-4ffd-9b62-e19ee7c15f49,22a59c90-e273-4dc5-95d2-307565d2a252,First Edition,echelons-of-fury_first-edition,"[""Medallion Simulations""]",,1995,5,,62,{}
aded4c61-d9d5-48bf-8754-21d6143377f9,22a59c90-e273-4dc5-95d2-307565d2a252,Pacific Campaign,echelons-of-fury_pacific-campaign,"[""Medallion Simulations""]",,1995,12,,96,{}
950d6643-a5c1-46f3-bc2e-9b21fecd723c,be548865-2e3d-4f98-b007-441934a8f6ec,Fantasy Adventures,fantasy-adventures_fantasy-adventures,"[""Mayfair Games""]",,1996,6,,450,{}
58403e7a-006b-45e1-96e0-fefc097f3741,187b7415-c8ee-43b1-8fed-1cf4b7fd4559,One-on-One Basketball,fast-break_one-on-one-basketball,"[""Wildstorm""]",,1996,8,,305,{}
e4fb1c5d-a138-4747-8432-c72de6a4aa2b,a950a309-b86c-4126-b0d3-4ca123a30f06,Flights of Fantasy,flights-of-fantasy_flights-of-fantasy,"[""Destini Productions""]",,1994,9,,,{}
fe17374a-985b-49ee-b1e9-8fab8b5da122,a950a309-b86c-4126-b0d3-4ca123a30f06,Other,flights-of-fantasy_other,"[""Destini Productions""]",,,,,118,{}
3c13b4d9-1c63-483f-8a16-d685c808f9b8,c044c76a-d782-4870-a439-d0ca4afbe288,Advanced Technologies,galactic-empires_advanced-technologies,"[""Companion Games""]",,1995,11,,152,{}
970dc42f-630f-4ed7-8bd9-ef8d42a5e27d,c044c76a-d782-4870-a439-d0ca4afbe288,Allied Forces,galactic-empires_allied-forces,"[""Companion Games""]",,1997,4,,145,{}
df71b4b5-d8dd-46ad-8322-af0561529762,c044c76a-d782-4870-a439-d0ca4afbe288,Alpha,galactic-empires_alpha,"[""Companion Games""]",,1994,9,,89,{}
f58b188d-7d74-4f09-948d-2edcdadd9ad1,c044c76a-d782-4870-a439-d0ca4afbe288,Beta,galactic-empires_beta,"[""Companion Games""]",,1994,10,,90,{}
30e57470-b1a8-4395-a6fe-4647fced5edf,c044c76a-d782-4870-a439-d0ca4afbe288,Comedy Club,galactic-empires_comedy-club,"[""Companion Games""]",,1996,8,,102,{}
9157c5ff-6e52-464d-9456-84415573355b,c044c76a-d782-4870-a439-d0ca4afbe288,Invaders,galactic-empires_invaders,"[""Companion Games""]",,1997,1,,246,{}
a623f3ae-1152-4329-a252-567f487888b5,c044c76a-d782-4870-a439-d0ca4afbe288,New Empires,galactic-empires_new-empires,"[""Companion Games""]",,1995,4,,209,{}
891c6425-a6ea-4918-844c-b79dcf17f0a9,c044c76a-d782-4870-a439-d0ca4afbe288,Other,galactic-empires_other,"[""Companion Games""]",,,,,353,{}
ade96569-c8ba-4300-85a8-41f4ed37c79c,c044c76a-d782-4870-a439-d0ca4afbe288,Persona,galactic-empires_persona,"[""Companion Games""]",,1996,11,,205,{}
e075ff2c-4e9b-4036-a09d-463292921c61,c044c76a-d782-4870-a439-d0ca4afbe288,Piracy,galactic-empires_piracy,"[""Companion Games""]",,1996,3,,205,{}
1ef8892e-c6a5-45c3-bee8-665b700324ec,c044c76a-d782-4870-a439-d0ca4afbe288,Powers of the Mind,galactic-empires_powers-of-the-mind,"[""Companion Games""]",,1995,7,,152,{}
b1c39395-d920-412c-a806-e768180ded1f,c044c76a-d782-4870-a439-d0ca4afbe288,Primary,galactic-empires_primary,"[""Companion Games""]",,1994,12,,444,{}
6ff348ad-67b9-498a-a1e7-f73845036f24,c044c76a-d782-4870-a439-d0ca4afbe288,Time Gates,galactic-empires_time-gates,"[""Companion Games""]",,1995,8,,157,{}
4222a386-f7ac-452b-9cc3-1071e2643dc3,c044c76a-d782-4870-a439-d0ca4afbe288,Universe,galactic-empires_universe,"[""Companion Games""]",,1995,11,,565,{}
0c715d5a-63ae-4042-90af-703435b89d91,c4596b0f-473d-4fc3-a9ff-ddd719f94726,Gridiron,gridiron-fantasy-football_gridiron,"[""Precedence"", ""Upper Deck""]",,1995,8,,307,{}
0e059ed8-f70e-4926-994b-ec2871884a06,d25eb25b-dfa0-4ef0-ad1e-d9396730114e,Dagger Isle,guardians_dagger-isle,"[""Friedlander Publishing Group""]",,1995,11,,120,{}
a9770ade-1b98-4e46-8555-2d98446b0c1f,d25eb25b-dfa0-4ef0-ad1e-d9396730114e,Drifter's Nexus,guardians_drifter-s-nexus,"[""Friedlander Publishing Group""]",,1996,4,,124,{}
f4036237-193f-42e6-96ac-f4c693e9c3e6,d25eb25b-dfa0-4ef0-ad1e-d9396730114e,Limited Edition,guardians_limited-edition,"[""Friedlander Publishing Group""]",,1995,9,,279,{}
8797cf03-d6b0-490e-84ba-a1d2f934beff,d25eb25b-dfa0-4ef0-ad1e-d9396730114e,Necropolis Park,guardians_necropolis-park,"[""Friedlander Publishing Group""]",,1996,8,,103,{}
678f1fc7-b45c-4eb9-abe1-d068c25f3c95,d25eb25b-dfa0-4ef0-ad1e-d9396730114e,Other,guardians_other,"[""Friedlander Publishing Group""]",,,,,2,{}
a881755f-6915-48e9-a3c8-6986f2e61bf1,d25eb25b-dfa0-4ef0-ad1e-d9396730114e,Revised Edition,guardians_revised-edition,"[""Friedlander Publishing Group""]",,1996,5,,279,{}
130ea10b-0413-48ce-982b-874c42c17893,2a9bc512-584c-4798-ae72-e15e25cdbd8a,Base Set,hecatomb_base-set,"[""Wizards of the Coast""]",,,,,,{}
6f72d42f-ce0c-4bde-8f1f-394a15dfe031,2a9bc512-584c-4798-ae72-e15e25cdbd8a,Blanket of Lies,hecatomb_blanket-of-lies,"[""Wizards of the Coast""]",,,,,,{}
07bfe7a8-4145-4fc2-9a2c-300c2a5b2573,2a9bc512-584c-4798-ae72-e15e25cdbd8a,Last Hallow's Eve,hecatomb_last-hallow-s-eve,"[""Wizards of the Coast""]",,,,,,{}
cbd11ace-3921-4b87-8bae-34d4351af16e,2a9bc512-584c-4798-ae72-e15e25cdbd8a,Other,hecatomb_other,"[""Wizards of the Coast""]",,,,,,{}
6dda2ccd-5e75-4636-8a41-a8e8a3a21139,5a93627c-ffdb-4716-bbb6-9857a34e0e33,The Legendary Journeys,hercules--the-legendary-journeys_the-legendary-journeys,"[""Wizards of the Coast""]",,1998,7,,180,{}
fe4be8fc-6ae9-44d6-82de-d380db5f0185,8d720d97-e9bf-418e-a802-f689e7f7b0b3,Kingdom Come,heresy--kingdom-come_kingdom-come,"[""Last Unicorn Games""]",,1995,9,,374,{}
484a8878-3346-419b-85bc-24f1f304064f,0146d641-3308-4337-a177-85151cf7ed5e,Arms & Tactics,highlander--the-card-game_arms-&-tactics,"[""Thunder Castle Games""]",,1998,11,,219,{}
087ed6b3-ff85-425e-8786-9a91a6ae8586,0146d641-3308-4337-a177-85151cf7ed5e,Four Horsemen,highlander--the-card-game_four-horsemen,"[""Thunder Castle Games""]",,1999,3,,105,{}
057bd117-984e-4702-816e-007f0ad330a5,0146d641-3308-4337-a177-85151cf7ed5e,Movie Edition,highlander--the-card-game_movie-edition,"[""Thunder Castle Games""]",,1996,8,,302,{}
bcb1d40f-9e6c-4909-adb4-d623c2c5f624,0146d641-3308-4337-a177-85151cf7ed5e,Other,highlander--the-card-game_other,"[""Thunder Castle Games""]",,,,,38,{}
713cbcff-04f3-4bff-a758-e410f8711b27,0146d641-3308-4337-a177-85151cf7ed5e,Quickenings,highlander--the-card-game_quickenings,"[""Thunder Castle Games""]",,,,,20,{}
1ac779e2-360b-433d-acef-baacd90332ca,0146d641-3308-4337-a177-85151cf7ed5e,Series Edition,highlander--the-card-game_series-edition,"[""Thunder Castle Games""]",,1995,8,,165,{}
307cfe0e-1acc-4602-b970-a9c20cb14ec3,0146d641-3308-4337-a177-85151cf7ed5e,The Duncan Collection,highlander--the-card-game_the-duncan-collection,"[""Thunder Castle Games""]",,,,,50,{}
cb45dd7a-6756-4dd2-992e-e9609b84859e,0146d641-3308-4337-a177-85151cf7ed5e,The Gathering,highlander--the-card-game_the-gathering,"[""Thunder Castle Games""]",,1998,6,,110,{}
aa9282fa-c6b7-463a-9216-f6a6211a726e,0146d641-3308-4337-a177-85151cf7ed5e,The Methos Collection,highlander--the-card-game_the-methos-collection,"[""Thunder Castle Games""]",,,,,50,{}
d9e4afcc-5914-491f-aca3-832bab9d2088,0146d641-3308-4337-a177-85151cf7ed5e,The Watcher's Chronicle,highlander--the-card-game_the-watcher-s-chronicle,"[""Thunder Castle Games""]",,1998,2,,113,{}
8a05a52d-23aa-4b84-8951-8fa2769b95fb,0146d641-3308-4337-a177-85151cf7ed5e,Tin Set,highlander--the-card-game_tin-set,"[""Thunder Castle Games""]",,,,,38,{}
a65fbfea-2a95-4fd6-9d5f-eada5a2cf4c5,0df220b8-06fa-4c64-bd37-c38fccca8c6f,Hyborian Gates,hyborian-gates_hyborian-gates,"[""Cardz""]",,1995,7,,451,{}
fb55877b-79e0-4e36-a62b-157ced327849,0df220b8-06fa-4c64-bd37-c38fccca8c6f,Limited Edition,hyborian-gates_limited-edition,[],,,,,,{}
2d1878fc-b146-442f-98f6-5c00c18b55dc,0df220b8-06fa-4c64-bd37-c38fccca8c6f,Other,hyborian-gates_other,[],,,,,,{}
3ab3df80-db76-4223-b812-66f761e975be,f8284805-52a3-4a0e-b386-9fbd72492dcb,Assassins,illuminati--new-world-order_assassins,"[""Steve Jackson Games""]",,1995,8,,123,{}
2a1e053d-eaf0-4907-b78f-d70c32c49e34,f8284805-52a3-4a0e-b386-9fbd72492dcb,Limited,illuminati--new-world-order_limited,"[""Steve Jackson Games""]",,1994,12,,409,{}
f4e3e62e-6972-4422-aa96-707a4a890469,f8284805-52a3-4a0e-b386-9fbd72492dcb,One With Everything,illuminati--new-world-order_one-with-everything,"[""Steve Jackson Games""]",,1995,4,,414,{}
c0aa1a83-3c64-4541-826d-941330a6ecd5,f8284805-52a3-4a0e-b386-9fbd72492dcb,Other,illuminati--new-world-order_other,"[""Steve Jackson Games""]",,,,,5,{}
3bf27754-31c6-48a4-a8c0-88a323fa7eab,f8284805-52a3-4a0e-b386-9fbd72492dcb,Subgenius,illuminati--new-world-order_subgenius,"[""Steve Jackson Games""]",,1998,,,100,{}
5a2b0a4d-569d-460c-81b1-4d7beb420b72,f8284805-52a3-4a0e-b386-9fbd72492dcb,Unlimited,illuminati--new-world-order_unlimited,"[""Steve Jackson Games""]",,1995,3,,409,{}
eda1dc95-c895-4bbf-beac-c57f2b43b9e0,d52d4597-5365-45a0-8575-7ecc6603b5e7,Imajica,imajica_imajica,"[""HarperPrism""]",,1997,8,,330,{}
9b4d9851-ef79-43c6-8ad6-18216e1855df,b1cc67d5-82f3-481f-b108-1a416426a3d9,Goldeneye,james-bond-007_goldeneye,"[""Heartbreaker"", ""Target Games AB""]",,1995,11,,207,{}
a14ff4c4-95df-4fd8-8c3d-5672eb55d0c5,8abc487d-7663-4e87-90ee-51c50173e460,Jyhad,jyhad_jyhad,"[""Wizards of the Coast""]",,1994,9,,438,{}
75697cc7-27b2-4fa6-b8ed-db9cec3ec921,86e841c5-9fe5-49bc-9dcb-4a26a5850a42,Killer Instinct,killer-instinct_killer-instinct,"[""Topps""]",,1996,6,,342,{}
43132384-59b8-4950-9719-d9a663c89e14,852b904b-0725-49ae-a3b3-d55595d7148c,Inferno,kult_inferno,"[""Heartbreaker"", ""Target Games AB""]",,1997,7,,125,{}
eec2a3ec-d534-40f0-961b-89b7bffabc50,852b904b-0725-49ae-a3b3-d55595d7148c,Limited Edition,kult_limited-edition,"[""Heartbreaker"", ""Target Games AB""]",,1995,11,,262,{}
ced84aba-563c-40e1-a4c4-312ec3b3fab8,852b904b-0725-49ae-a3b3-d55595d7148c,Other,kult_other,[],,,,,,{}
6cef585c-381a-4e13-98dc-d47e1ca81914,d7f21ae7-0497-49b4-831c-470b76c5f6de,Base Set,l-o-l--surprise!-dance-off!_base-set,[],,,,,450,{}
63ee64df-301b-48a6-bd88-d684cd2a8558,0e1d5f32-72bd-48f3-93d4-0b2070d2db80,Base Set,last-crusade_base-set,"[""Pinnacle Entertainment Group""]",,1995,12,,300,{}
2790d9c4-bd3e-4f2f-9a9c-3c06b4d62c95,0e1d5f32-72bd-48f3-93d4-0b2070d2db80,Last Crusade,last-crusade_last-crusade,[],,,,,,{}
55217517-2728-42c0-833c-aa0ad14dcbdd,b43e446d-9cf1-45ff-896f-cd8b8586fe18,Awakenings,legend-of-the-burning-sands_awakenings,"[""Wizards of the Coast""]",,1998,9,,464,{}
22fafb5c-3258-47cb-888d-a172008acf13,b43e446d-9cf1-45ff-896f-cd8b8586fe18,Episode 1: Shadow of the Tyrant,legend-of-the-burning-sands_episode-1--shadow-of-the-tyrant,"[""Wizards of the Coast""]",,1998,7,,156,{}
ea8d02a8-32ea-4d14-ba14-adb871d2e5f7,b43e446d-9cf1-45ff-896f-cd8b8586fe18,Episode 2: Secrets and Lies,legend-of-the-burning-sands_episode-2--secrets-and-lies,"[""Wizards of the Coast""]",,1998,8,,104,{}
1136c94b-4b7a-427d-b61c-1f5635390ce3,b43e446d-9cf1-45ff-896f-cd8b8586fe18,"Episode 3: Black Hand, Black Heart","legend-of-the-burning-sands_episode-3--black-hand,-black-heart","[""Wizards of the Coast""]",,1998,9,,106,{}
